InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
5f0d7daa-e968-4ee8-bb9d-f0133269922f,Tom always wanted be singer.,He 's been practicing he was 5 years old.,He auditioned american idol and got in.,hosts all liked voice.,Tom was so disappointed.,Tom was elated!,2
345f9565-a35f-4d3e-828d-72ea9b0cc6ba,"Jay went chicken wing festival Buffalo , New York.",He bought ticket sample dozens wings.,He ate different flavors wings.,Jay was so stuffed full Buffalo wings end festival!,Jay went home happy he decided go festival.,Jay wished he had ate more buffalo wings.,1
7fd17ffb-154e-47b5-9a12-04b6722ade48,neighbors are always playing loud music.,It 's not so bad day.,"They also play it night , unfortunately.",I finally asked them they could lower volume.,They agreed lower volume.,They told me they had n't seen cat.,1
a6a23812-980d-4e64-8fc6-e728868f0ed4,Joe was amateur prospector.,He went out hills look gold.,"Instead gold , he found many small blue and green stones.",He gathered them up be appraised town.,Joe hoped stones were worthless.,Joe hoped they were valuable.,2
4863886b-ffb4-4e81-bdc8-d558165cd443,Robert dog passed away last month and he 's still upset.,wife wants distract Robert something.,She suggests they go shopping new dog.,Robert tags along and discovers he loves looking puppies!,Robert starts feel better playing puppies.,Robert decided he wanted pet cat.,1
ce6f8088-50ca-4758-b820-ec35933b41e4,Lulu was excited try new candy store town.,She immediately woke up early and ran over it.,Thankfully she was first one arrive.,As soon she walked in she grabbed bucket.,Lulu planted fruit and vegetable trees property.,Lulu paid twenty five cents full bucket candy.,2
21c8bd50-e35d-4002-b487-fba08cfeb70b,Teresa mom was pregnant.,Teresa was excited have new baby sister.,"However , when baby came , she felt otherwise.",She felt parents were not giving her attention.,Teresa was sad and begged attention.,Teresa was so happy.,1
b0f2b3db-b3bc-44a0-beb4-e8f54adafc31,Sal was nervous first day high school.,"And he sat class , he felt intimidated peers.","lunch time , student approached him.",And student felt same way Sal.,Sal found out one felt him.,Sal found out he was n't alone.,2
d1218989-f5b7-49bd-9783-a650d73c5aed,roommate is slob.,He never washes dishes but always uses them.,I found old one mold it.,smell was atrocious.,I yelled roommate being disgusting.,roommate was very pleasant live.,1
0b28e731-b8dd-4a86-ac42-fa8eeccd9888,Jason loves using Macintosh home but office uses only PCs.,He has trouble becoming familiar PC operating system work.,Jason buys PC home become more familiar it.,Soon he has become expert usingPC,Jason was reprimanded work not using PC correctly.,Jason got raise work being so good working PC.,2
53f5a527-04f1-472c-b8f0-45a92d85dbfc,wife had MLK day off.,"She slept in , and did not get up 10 AM.",We had leisurely breakfast.,She watched Little House Prairie I surfed net.,Then we had relaxing evening covering couch.,day was very stressful.,1
e3fd2b48-cd9e-4f10-98b8-030c6ce19d81,I woke up one morning very hungry.,I looked house but did n't find anything.,I found box pancake mix eventually.,I decided cook several them eat.,I devoured pancakes hungrily.,I put pancakes freezer.,1
e832c317-227a-426c-8243-6e8ecc233b21,Keri was babysitting niece weekday.,She needed put her sleep early.,Unfortunately niece had too much energy.,Keri convinced her do exercises her.,Then Keri took child walk tire her out.,Keri convinced waiter he had overcharged her.,1
f9498236-c0d7-443e-85ea-3ded1a7c270e,Kim wakes up and decides drive mall.,She gets there and promptly spends 250 pair shoes.,"Later , she finds purse match shoes.","buying outfit match , she decides head home.",Kim loved everything she bought.,Kim put things down and decided go movie instead.,1
717c95bf-9232-4094-9017-a651debde5fc,Erica had decide take final or go help friends.,"School was important her , but friend was emergency.",Erica told professor situation.,professor said she could make up final later date.,Erica told professor she was being unfair.,Erica was so grateful professor was understanding.,2
6c3e9a76-0976-4597-b600-dcf6766d16fa,old neighbor used take Halloween too far.,costumes were very elaborate.,"One year , he decided be Jason and hide garage door.","He scared everyone , and whole neighborhood complained.",next year he did n't dress up at all.,He was most loved man neighborhood.,1
55b7f15b-6703-4384-a575-2d364bf85030,Ben was waiting crossroads lift friend Tom.,Tom had said he would pick him up 8:00 PM and it was 9.,Ben was frightened odd noises he heard coming darkness.,a Tom walked shadows laughing.,Ben was annoyed Tom had tricked him.,Ben saw Tom and ran life.,1
565504d1-6088-4f15-a592-d7dded841257,Barry loves bowling.,"However , he needed find place where he could bowl regularly.",Barry looked yellow pages nearby bowling alley.,Barry decided he would go bowling Saturday new location.,Barry was delighted new alley.,Barry threw bowling ball pool.,1
a506d2c9-1ff5-4094-bfbe-e4e80bc6215a,family prepared food and packed it away.,They walked nearest park.,They laid out blanket and began set out food.,"Everyone enjoyed sandwiches , fruit and more.",family had good day.,family had horrible day.,1
0bce7a95-175d-41d0-bb5d-21e759baf220,Brad and Allison love Texas country music.,Brad found out there was concert happening nearby.,He invited Allison go concert him.,Allison accepted invitation.,They both had good time concert.,Brad decided go rock concert instead.,1
8e39f61f-2d96-460d-b99e-daf36af614f0,Melissa had wanted be news reporter television.,"Even she was little , she practiced camera.",obsession followed her all school.,She attended college journalism and made high marks.,"graduation , she was offered job NBC News.","graduation , she realized she hated News.",1
f8344c6b-f8ec-4c9c-8d19-1a5f5620136d,Dot was tired the being strict mom.,"She picked up kids , and took them straight ice cream parlor.","there they went movie theater , see superhero movie.","They had popcorn and candy dinner , cookies dessert.",Dot filed divorce next day.,Dot was now considered cool mom.,2
2eddce77-d52b-4352-914d-ef4a7b787e56,It snowed so hard school was called off day.,"boys put coats , hats , gloves and boots and went outside.",They built tall snowman and snow fort.,They had snowball fight.,They took clothes off sunbathe.,They went inside roast marshmallows.,2
7f0ff4e8-3c77-41a5-8107-916dd66cb22d,I was walking mall.,Someone was calling me and I decided pull out phone.,I had hard time getting it out pockets were tight.,phone ended up jumping pocket.,I decided tight jeans were good idea always.,I almost cracked phone.,2
5e9d00fb-385b-4762-9285-5ee6e76b9085,Bobby always enjoyed watching snow fall.,When snow begins fall sky he watches it.,Sometimes he 'll go out and stand watching.,snow always sounds and feels nice.,Bobby laid out chair work tan.,Bobby let snow cover him head foot.,2
30714d1c-ab3d-4084-9084-5a44f39e0df4,Garry was nervous grades.,"Recently , Garry failed Math test , and English test.",It is required Garry have good grades be football team.,"Garry coach found out failing grades , and spoke him.","Garry does n't improve grades , he will be team.",Garry and coach agreed Nike makes good sneakers.,1
6b0839e1-5e9f-4c62-919c-5c8f73e016aa,Evan complained everything.,"girlfriend started making dinner , but he said it smelled bad.",She was so offended!,"She left mid - cooking , leaving meal unfinished.",She broke up Evan.,Evan was pleased.,1
d1857e28-aa9a-4afe-9132-ab27a8477924,John made fun sister when she said yoga was workout.,He thought he was great shape he played basketball.,One day sister took him yoga class.,He could n't keep up all women.,John felt humbled.,John felt proud.,1
0d5e139a-4fe1-4652-85b5-7979d430391d,Ava needed go shopping two year old.,But she could n't find shoes even looking everywhere!,She decided she had choice buy him new shoes.,She carried him store order select new pair.,Ava was neglectful mother.,Ava took good care son.,2
58735e26-2846-48fd-becf-e5f204ab1a95,Harry was tired hot summer days.,He decided go swimming friends.,Harry called friends and set up plans.,They met up local lake and drank beer and swam.,Harry and friends had great time lake.,Harry had always hated water.,1
40a7c1fb-7e4d-4c4a-9e70-aaddb1697b13,Danny wanted learn how make fried rice.,friend decided teach him.,friend went house and taught him.,Danny tried making it himself.,Danny hated girls.,Danny did great job.,2
4149fd90-e58e-415d-ad22-f41dd5ae98a8,Meghan was hired Scientist II company.,She loved job and was very good it.,"year , Meghan wanted more responsibility work.",She talked boss and had evaluation.,Meghan hoped she would be promoted.,Meghan decided quit job.,1
56122b9c-8efb-40de-a343-88f7533689e1,Core broke parents glass antique vase.,She was afraid being caught.,She swept glass rug.,parents came and took shoes.,Core parents hurt feet glass.,They decided congratulate Core.,1
7af07696-728f-4f63-b975-69c0a251d8f9,Bob got rubix cube Christmas.,He struggled solve puzzle.,"Eventually , he was able solve half it.","But , full solution remained elusive.",Bob worked hard and then finally solved puzzle.,Bob then gave up video game.,1
d6beb21e-c803-4d1d-887c-ab45d6fe3907,Tim wanted do something girlfriend birthday.,Tim planned romantic getaway Bahamas.,Tim surprised her week birthday.,girlfriend was so grateful vacation.,Tim was happy reaction gift.,Tim canceled vacation.,1
3b172e2b-ab39-4278-8ca5-ad5f5d906743,Suzie decided make grandmother spaghetti sauce.,She made sauce.,She added mushrooms.,She added seasonings.,Suzie relationship grandmother remained complicated.,"Suzie tasted sauce , and it was just right.",2
2b6218cf-27eb-4dc3-addb-84cee6617e80,Last weekend I wanted buy shoes.,I needed new pair work so had look place go.,I decided mall seeing how they have large variety.,"I got there , I quickly went store I had selected.",I found perfect pair shoes and bought them.,I purchased taco food court.,1
95ca9c40-0826-4efd-9f2f-0bc3828e1dff,Gabby did n't have much money.,She was working minimum wage job.,She spent rest money lottery ticket.,She got home and scratched it off.,She hoped ticket was winner.,she finished she decided it was waste time.,1
238532df-07c1-4db7-9ac8-1b5aa86a92d5,Annie grandfather needed heart transplant.,He was hospital very long time.,"When transplant happened , whole family was scared.","However , he recovered great health.",Annie family was glad outcome.,Annie family was sad.,1
a99209f1-2b57-4b5e-9216-0606cc005e90,"When I was five , I moved.",I had go new school.,I felt lonely first day.,kid walked up me and introduced himself.,I felt less lonely.,I felt more lonely.,1
131cc240-f6e0-4a76-81b8-aa6daf09e8f4,Larry was scared heights.,He always planned travels avoid tall bridges.,"Unfortunately Larry , one day he was diverted route.",Larry started sweating he saw bridge looming him.,He turned around choose route.,Larry laughed joy he drove bridge.,1
c19bebdd-ac5b-413e-9052-1a5e15e5b31c,Jeff is very quick thinker.,He can get just situation he does n't want be.,All he has do is come up excuse spot leave.,He uses this lot when he does n't want talk in laws anymore.,Jeff loves visiting in laws.,Jeff hates spending time in laws.,2
d1eef4fb-c303-4226-9519-54211561b425,Binh decided wash cat.,She picked up cat deck.,Then she filled bathtub water.,Binh coaxed cat water wash it.,cat ended up filthy mess.,cat ended up squeaky clean.,2
006aa20e-51a7-48ea-8e1d-572f24cf1551,I ordered family meal Chinese restaurant.,"As soon I placed it table , family attacked it.",They were eating lot meal.,"everyone ate , there was food left.",I was happy we found new favorite restaurant.,I told manager I wanted file complaint.,1
cfbc6093-df69-4f1e-9306-207737dab707,Humberto likes jump trampoline.,He has never fallen off and hurt himself.,"jumping yesterday , he did just.",Humberto decided retire jumping trampoline.,He never fell off trampoline again.,Humberto jumped trampoline day next day.,1
7c4e40d4-0d2f-4b9e-b7f8-d27bb42c20aa,Matt met Tammy nightclub.,Matt and Tammy exchanged numbers night.,They talked phone day.,One day Tammy saw Matt friend Emma.,Tammy felt jealous when she saw Matt and Emma together.,Tammy hated not having phone.,1
afd57a88-0c82-4116-a43f-6fcb8fdc9c09,Ben was n't paying attention he walked windowsill.,He swung hand around.,It hit cactus sitting window.,hand was full little needles.,Ben hand felt great.,Ben hand was sore and he had pull out all needles.,2
ec53f1ac-95bb-4265-b834-d4e1c170dd54,Janet was afraid flying.,No matter where she had go she would always travel land.,One day Janet discovered mother was sick.,She was very worried and fastest way get her was plane.,Janet was excited go plane.,Janet realized she had finally face fear.,2
ecd647bb-a30b-405d-913e-3a19011b092d,It was Nate turn sweep floor week.,He was notoriously lazy.,He decided pay roommate do it him.,roommate took money and never did work.,Nate had hard time working up energy confront him.,Nate laughed friends dog behavior.,1
d0bd7fc2-5e86-4ffa-9f98-a0a166ce3d47,Elena was little person and was very insecure.,She thought one would want date her.,"One day , she met very nice full sized man.",They started dating and he accepted condition.,He proposed Elena six months.,He brought full sized woman company holiday party.,1
a08e92e0-8aab-4f08-8bad-799b20d8b750,"When Jay found out older sister was pregnant , she was nervous.","she was happy sister , she was scared be aunt.",Jay knew there would be lot responsibility involved.,"But then , she finally came home school and saw nephew.",Jay thought nephew was ugly.,Jay immediately knew fears were unfounded.,2
2fdc0584-59e8-4bff-b4c2-0ce23b74d23a,Jon was thirsty.,He did n't have running water house.,Jon decided go buy water store.,"Unfortunately , he got car accident way.",Jon regretted being thirsty first place.,Jon was glad he left house.,1
17277360-5208-4dc2-b98f-da9dea534211,Daria bought television living room.,She had store deliver television house.,"When television arrived , Daria was excited.",television was favorite thing.,Darla turned on television and began watch movie.,Darla smashed television rake.,1
cbdf5369-ed2d-4534-9e68-7e1641969043,White roses were Lilly favorite flower.,She grew them garden.,One day she pricked finger thorn.,She thought nothing it.,Lilly finger had be amputated.,prick got infected and she had take antibiotics.,2
816af3a0-0d30-4901-bb69-dc905f107636,Jimmy mother was sick hospital.,He went visit her hospital.,Jimmy brought flowers and get well card.,mother was very gracious.,Jimmy mother started get better.,Jimmy hated mother.,1
df8c7222-a0e5-4723-ae50-e2e77e5d2410,Sammy had terrible stomach ache one morning.,But she forced herself go school.,"she approached bus , she thought turning back.",But she felt it was too late change mind.,She sat curb and watched bus drive her.,She went school and suffered pain.,2
690bf721-0de0-440e-a9ed-69b056fc63b4,Karmen was all ready trip Tanzania.,She got taxi airport.,She went airport security quickly.,She caught flight time and found seat.,plane took off and Karmen relaxed.,Karmen immediately exited plane.,1
91f9d1d9-934c-44f9-9677-3614def2874b,Sandy lived New York.,Sandy heard dangerous snow storm coming way.,Sandy decided ensure home was prepared.,"snowstorm , power went out.",Sandy decided go outside and make snowman.,Sandy was prepared.,2
322bbb17-93b9-4a7d-9533-4b1689d2c8ac,Quentin ordinarily does not enjoy going company events.,"he does n't mind coworkers , he likes be left alone.",One day he decides attend company party.,He eats french fries help himself feeling awkward.,Quentin ended up enjoying party.,Quentin loved all being their all people.,1
d5ddd22e-a842-43f0-ac12-1968e25a6692,I use Mister Spice sodium sauce.,I am low sodium diet.,I tried buy bottles online yesterday.,"computer kept rejecting order , even card was active.",I was happy how easy it was place order.,Finally sale went through.,2
be1b3d0d-1d1c-431d-8d08-a0585bd1b57a,Dan wanted go school Halloween dressed Devil.,He was scared ask father costume.,He asked grandmother instead.,She told him going Devil is evil.,Dan grandmother was already dressed Devil.,Dan made own Devil costume.,2
2f73b783-9210-419c-8a31-dfde49df421a,Franz decides he would like be closer family.,He books trip visit cousin Philadelphia.,Franz and cousin visit museums and drink coffee together.,They have terrific visit together.,Franz vows never visit cousin again.,Franz is glad he went visit cousin.,2
7aec4c2f-addd-433b-bf51-3fccc53b35bb,I bought horned toad when I was ten.,It was department store.,toad looked very fierce.,We tried feed it but it would not eat.,Eventually horned toad died starvation.,"several weeks , horned toad was very fat.",1
ac3d0720-2b2c-4700-be89-c59ede839c4c,I met Nancy first time today.,"she left , we exchanged phone numbers.","walking one moment , she constantly messaged me.",I decided call her and ask stop calling me.,She loved eating bananas.,I never heard her again.,2
a51306ff-2184-4744-88ca-83145944ed38,Yesterday Kelly headed cvs buy candy.,She walked up and aisles find what she wanted.,"surprise however , she ran old friend.",two talked awhile.,Both were arrested.,friend ended up buying candy her.,2
6fba848e-7b8c-4d7b-9eab-40f8d2add906,Don first day dock had hiccups.,He was nervous being heavy machinery.,one point he dropped heavy shipment.,It almost hit fellow coworker.,Don was glad he was n't nervous work.,Don knew he would have improve.,2
247bcc69-4e51-4a1b-ae20-839ab1df13c9,Dal needed money go college.,He started doing accounting local gang.,"When feds raided gang , he was going books.",He was accidentally shot dead crossfire.,Dal made bad decision.,Dal made smart decision.,1
c428bf27-8192-4ad2-9b66-dd07314804bd,Today was Picture day school.,Alice was so excited mom had bought her new outfit.,She got up and got dressed and mom fixed hair.,photographer said she was very pretty.,Alice felt good photographer complemented her.,Alice frowned picture.,1
37d942c0-21f8-4cde-be56-abb85318a379,Nila mom was diagnosed stage four cancer.,Nila knew mom did not have long time live.,Nila made sure provide mom good life death.,Nila fostered many good memories mom and they were happy.,Nila did not care mother.,Nila loved mom.,2
3cf436ec-b46d-47ff-823a-f67efee8a4cb,mother looked face newborn baby boy.,She dreamed future together.,dream was give him childhood that she was not given.,She sacrificed time and energy accomplish goal.,boy suffered childhood.,boy had very happy childhood.,2
41585929-5484-4dd6-8e41-88f4ef6801aa,Jessica and brothers were very excited Christmas.,They went sleep early they could wake up early.,They woke up and ran Christmas tree.,There was only one box tree.,Jessica wondered they had gotten up too early.,Each brothers opened Christmas presents.,1
2dc626a9-20b0-4485-9a8d-cc8c320c5d55,Jan and Kim were using Montessori education model.,Kim decided take away dragon and fantasy books kid.,Jan was upset Kim made decision.,Jan argued imagination and fantasy was important.,Jan threw away books.,Jan brought books back.,2
cc855cce-17ad-4ae7-84df-ba2888b56fa1,first day school I walked there two closest friends.,We were very nervous.,When we got school we checked class list third grade.,three us were assigned same classroom!,We could n't believe luck.,three us were very disappointed.,1
e1e9d4c3-0dcb-4ef0-b558-2563e36088ff,Jeff was angry neighbor dog always barked morning.,And barking always woke Jeff up early.,"One day , neighbor gave dog away.",And Jeff was happy he heard more barking.,Jeff would finally get peace and quiet.,Jeff was going miss dog.,1
ce4b43b2-79e1-4874-9f39-0b9540ec71ad,Holly asked brother put suntan lotion back.,He took time and applied it very carefully.,"Later day , Holly wondered why people were laughing.",She later realized brother had made design lotion.,Holly yelled brother get back him.,Holly gave brother money compensation.,1
459330e7-0e14-46e7-a482-b9df82b6622d,I used make fun wife having nightlight.,She was town few days and I went sleep it.,When I woke up middle night get water I tripped.,I could n't see clothes ground and got bad bruise.,I decided permanently get rid nightlight.,I never made fun wife and nightlight again.,2
128450e2-4f28-4a20-a5b5-91805a6eef05,Amy decided move Wisconsin Florida.,She planned move months.,day move she said goodbye friends.,She drove all way Florida alone.,"However , she discovered Alaska was lot fun.",However experience was fun friends.,2
765ad2bc-240c-47d0-b113-ac7cc5db21df,Kathy went shopping.,She found pair great shoes.,shoes were 300.,She bought shoes.,Kathy hated buying shoes.,She felt buyer remorse purchase.,2
6cca8d95-6473-49ce-b82d-76deab0d09b0,Amayah birthday is coming up.,She will be five Year old.,mom is throwing her princess party.,She is invited lot friends school.,Amayah is happy be princess party.,Amayah is sad she does n't want tea party.,1
91afa299-8aac-4ee9-8013-276d15a7769c,boys and I went beach today.,We took along frisbee and ball.,playing water other people joined.,It was great making new friends.,I really enjoyed meeting new boys.,"All all , it was great day hiking.",1
668e7d13-1250-4c4c-b3a9-f3965644e4f9,It was Friday night so I decided rent movie.,I headed down Redbox get one.,taking hour decide I finally picked Departed.,"I got home and made snacks , then went put movie in.",It was best movie I had seen long time.,I took shower and went work.,1
7e5ecab4-a9c4-40e7-a61f-69d59c15b87b,Paula wrote lot spoken word poetry.,friends were supportive even it was bad.,They invited her party.,Paula started delivering spoken word.,friends applauded poem.,Paula tore up poem.,1
edb9e202-4c9e-4bb7-a18c-daa472a22092,"getting school bus , I realized phone is missing.","there was service it , I decided cancel it.",customer service representative did it me.,"addition , he said there was call made Jamaica.",I knew someone had stolen it.,I knew someone would soon return phone.,1
ea22e460-6e1d-4271-8153-78da7900c0a1,Today was Iris fifth birthday!,mom had planned her surprise party.,All friends were there.,She opened presents and had cake.,Iris had lot fun party.,Iris decided never have cake again.,1
f7efb395-97a8-424e-b2c0-b400eaa5831e,Tina always wore red bikini when she went beach.,She was known it and everyone expected see her one.,One day she met friends blue bikini and surprised them.,They could n't understand why she would wear something different.,They liked new bikini though.,Tina friends knew how unpredictable she was.,1
51498810-6e27-42c5-ad73-04e2466792b0,Ted had always dreamed being homeowner.,"However , he had feared it was goal he would never reach.",One day father surprised him saying he would help Ted out.,Ted father helped split down payment home Ted.,Ted said he did n't want be homeowner anymore.,Ted was grateful father help.,2
14d386a1-4753-4bd0-a752-bbb21e13d8dc,Evie wandered castle hours.,She explored nook and cranny structure.,supervisors quizzed her what she had learned.,She answered questions brilliantly and ease.,She was proud herself.,She fled terror.,1
cb0c7433-daed-487a-ab74-36d05f277fa9,Ed and twin Ethan were looking women online.,Then they saw profile two twin ladies.,They called Sami and Sara and arranged date.,"date , four had wonderful time.",Years later couples got married.,They decided not see other more.,1
d0e044bd-b49a-4078-8519-a04a9997b195,Marco is starting new job today.,He wants look good first day.,Marco decides put on necktie.,new boss is impressed how good he looks.,Marco is glad he made good impression.,Marco is horrified reaction boss.,1
4865f73d-e8f6-4063-8edb-fe3a8088dffa,Tim wanted travel overseas.,He had never been airplane before.,He decided travel China air.,He actually enjoyed flight!,Tim vowed never get plane again.,Tim started traveling lot places airplane.,2
c248eb07-6e5e-4c33-a08e-9cded809d238,Lucy had test tomorrow school and she barely studied.,It was already very late and she had get bed.,next morning school was concealed snow.,Lucy lucked out and spent whole day off studying test.,Lucy aced test.,Lucy failed test she had not studied.,1
1a9a1b68-b971-4eec-9706-4d109934e8be,Fred liked mystery novels.,He used read at least one month.,"When friends found out , they all bought him one birthday.","But unfortunately , he started getting irritated attention.",Fred told friends he was taking break mystery novels.,Fred started mystery novel book club friends.,1
c3ff170b-8e5d-45db-be5b-e3d53e1f5104,Tia owned own bakery.,"bakery , she made beautiful cakes.","One day , she realized she was flour having big order.",She called all town and finally found some.,Tia was disappointed.,Tia was relieved.,2
81f93432-7994-426d-a6ce-02685ef26b48,Sarah went friends water park.,They paid tickets and got swimsuits.,They waited line biggest slide.,They went slide and had lot fun.,They vowed never return.,They went back next day.,2
4945b9f6-77ec-4bd0-b7c1-bbc093d07302,Jeb was building statues rocks.,He made one that looked turtle.,Sam came and knocked it down.,Jeb started crying.,Sam laughed and ran away.,Jeb was excited build new one.,1
dd38b8f9-8005-4bbd-8274-031b6cb67861,Jeff is going field trip rainy forest class.,Jeff is excited and ca n't wait go.,When Jeff arrived he was very disappointed.,rainy forest was n't exciting and there was nothing do.,Jeff had fun time.,Jeff was bored and upset.,2
19242426-8575-4299-9ab5-ea59e7b28062,Dani was nurse ICU.,One night estranged father was one patients.,"Dani did n't want to , but she treated father.","he got better , two them were able talk.",Dani was not surprised events day.,Dani got know father much better.,2
092e50dc-7570-490b-af18-6662afabe8e7,Gina was friend Ruth house.,girl she did n't know named Jane showed up.,"Jane was rude , and stuck up.",Gina later discovered Jane was enemy Joe sister.,So now she avoids Jane all time.,So she happily became friends Jane.,1
21a8fb15-2612-4fd0-9b10-675eb9473360,Ella spent day sun.,She forgot apply sunscreen.,She got nasty burn!,But soon it faded and turned tan.,Ella looked great and got lot compliments.,Ella spent next day rain.,1
e6738c40-9d0c-4fea-a1be-44e90ce630c1,Neil had just arrived Kenya.,He joined safari tour group.,They saw kinds exotic animals.,Neil snapped photo photo.,He was mauled lion.,Neil composed photo album when he got home.,2
ee914e56-5e79-4560-a712-12b961e9baff,Gina decided bake apple pie first time.,She was extremely careful follow recipe exactly.,"putting pie oven , she eagerly waited try it.",It turned out be delicious!,So she decided throw it garbage.,She shared recipe and pie friends.,2
06eef9c5-1b05-4d08-961c-fdefdb74d6ea,Pablo wanted jawbreaker.,He had money however.,He went closet see what he could sell.,He found toy bear and sold it 50 cents.,Then he bought candy.,He bought soda it.,1
d6e10b5b-63bc-4c96-81c9-28f82a80c11f,Anna rented out warehouse big party.,"decorations were great , but something was missing.",Then Anna realized - they needed disco ball!,She secured rented ball party supply company.,Anna was disappointed.,party went great.,2
24ca04d6-44f8-4a8f-ae4d-b6dab193eb45,Oscar headed over nursery find tree plant yard.,He had hard time deciding tree get.,There were lot trees go through.,"Finally , he opted Bonsai tree.",It went perfectly home decor.,He destroyed it as soon he got home.,1
b701052f-4728-4ea5-b215-f8c566d33d7c,There was major basketball game gymnasium.,Me and friend played same team.,game became intense and teams were tied end.,There was 4 seconds left clock and we needed score.,I shot winning basket that won game team.,I walked court and never looked back.,1
4239c107-0a2c-4ab7-8763-c521cd06b180,Dirk was fine pianist.,He often performed out public money.,"last performance , one keys broke off keyboard.","He finished performance best he could , but music was poor.",Dirk was embarrassed.,Dirk liked how it sounded.,1
e1f84a09-4ac1-4e21-8e8b-6c12996111b5,Eva loved squirrels yard.,She began feed them peanut butter sandwiches.,Soon they grew used her.,One was especially friendly.,Eva was afraid all squirrels.,Eva was able pet one squirrels.,2
89339025-793e-4cda-9d9b-3294cfdcfadb,Andy loved beach.,He asked mother they could go beach.,mother took Andy beach.,"way beach , it started rainy.",Andy hated beach.,Andy was sad it.,2
7fb56f8e-afb9-4510-9abf-4be01e8a66f5,I bought phone case lanyard.,I needed one cell phone.,case arrived lanyard.,website said case had bracket but not lanyard.,I returned phone.,I felt foolish.,2
0fadf7fd-62f1-4d61-901d-cda9174b2f7a,I changed sheets bed last week.,I was tired old ones.,new ones look nicer and feel better.,I think I will keep them.,I am happy they were n't too expensive.,I plan cut them strips.,1
648cf01c-fcf2-4ce1-8f9d-235cf788ba25,Chase really wanted new toy.,mom would not purchase new toy him.,She advised he save allowance.,He saved allowance.,Chase bought himself new toy.,Chase ran away home.,1
1bed450a-2a30-4431-84d3-1361cd1423da,Renee was inspired music Eddie Van Halen.,She decided learn play guitar.,She bought electric guitar and amp.,She hated pressing strings fingers.,Renee decided she would have get used it.,Renee was glad she decided learn play drums.,1
a31f32a1-af69-4a84-b713-f8917cc1565a,Bill went fishing and caught lot fish.,He caught so many he had give some away.,neighbors were poor and were grateful Bill fish.,neighbors finally got back feet.,Bill neighbors sued him making them poor.,They baked Bill bread appreciation all fish.,2
355efc45-5233-40b3-ab77-d6281fb11710,Last week internet went out.,wife and I were bored minds.,other option available seemed boring.,Eventually we just drank and talked while.,We ended up having fun time after all.,We were happy not have Internet and drink.,1
67f56ec7-d96c-4f97-a837-0532ce002125,"Tim life , he wanted make music.","Tim practiced day , everyday.","When Tim had enough songs , he called record studio.","studio decided record him , and Tim was happy.",Tim decided he did n't like music.,Tim became professional musician.,2
c816e74e-8cc8-4f01-960c-78724f118a87,Alex suspected cat Tigger might have fleas.,Tigger was constantly scratching himself day and night.,Alex took Tigger veterinarian be diagnosed.,veterinarian confirmed Tigger did indeed have fleas.,They gave him flea medication and it cleared up.,Alex decided not give cat medication prescribed.,1
180c876f-d5d2-4397-a9bc-bdae30d5954c,Haley was young scientist famous laboratory.,"day , she worked hard current project.",One colleagues was secretly stealing research.,Haley discovered this when he published it scientific journal.,Haley felt she had been betrayed.,Haley felt she had been supported admirably.,1
db608f6f-3c58-4aba-bd8e-c5ceb0aaf835,Sam wanted throw party.,Sam invited all friends and neighbors.,party got extremely wild.,All guests left party disgust.,Sam became party planner.,Sam had terrible hangover next day.,2
43c0c682-38dd-412b-99a1-bd6bd815a431,Katie could n't sleep.,She tiptoed downstairs and kitchen.,She poured herself glass milk.,Then she heated it microwave.,Katie drank it and went back bed.,Katie decided pour milk drain.,1
dcca12a5-2470-4041-a22a-032ccc5ac018,Tom was talking wife Becky who had bad day work.,He decided bring home favorite meal surprise.,"way home work , there was lot traffic.","getting food , he arrived home much later planned.",But everything was okay as soon they hugged and ate dinner.,"Tom decided take trip casino , he ignored family.",1
2e6e714e-8b83-4eae-9370-d1d4afbc4e5a,They had pick out stove new house.,They could n't decide particular brand.,They liked durability Viking.,They also liked deal Thermador.,They did n't need stove anymore.,They decided buy Viking stove.,2
9e54392e-74ed-404e-8fb3-f11fc885762d,Jasmine did not study big math test.,She figured she could just wing it.,Jasmine soon realized test was very difficult.,She decided cheat looking neighbor paper.,teacher caught her and gave detention.,teacher caught her and praised ingenuity.,1
702267f4-b51a-4366-bbe4-fe3d5f94077d,Sam moved Los Angeles become movie star.,He did not have much money but he thought going is only way.,two months sam was sleeping car and broke.,He went chinese theater beg one day.,Sam felt quite hopeful.,Sam felt very depressed.,2
dbe003f5-61ad-473e-bd2d-02a17862a2e2,Ben woke up late.,Ben decided skip breakfast and went work.,Work was too busy take break or eat lunch.,"work , Ben was caught real bad traffic.",Ben was so hungry he became sick.,Ben was able get home quickly.,1
9af012e3-d6c8-4a60-9f51-6379ba446742,Darren was late work and could not find car keys.,He looked all house.,He asked wife were they were.,She told him check pockets.,Darren turned off computer.,There were keys pockets.,2
5dc94086-80d4-4196-9914-7b4d3f487c3e,I had job interview last week.,girlfriend helped me pick out new tie.,We went store and looked hours.,I found three I liked.,I bought bow tie instead.,I bought all them.,2
