InputStoryid,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
30714d1c-ab3d-4084-9084-5a44f39e0df4,"Garry's coach found out about his failing grades, and spoke with him.","If Garry doesn't improve his grades, he will be off the team.",Garry and his coach agreed that Nike makes good sneakers.,1
6b0839e1-5e9f-4c62-919c-5c8f73e016aa,"She left mid-cooking, leaving the meal unfinished.",She broke up with Evan.,Evan was pleased.,1
d1857e28-aa9a-4afe-9132-ab27a8477924,He couldn't keep up with all the women.,John felt humbled.,John felt proud.,1
0d5e139a-4fe1-4652-85b5-7979d430391d,She carried him into the store in order to select a new pair.,Ava was a neglectful mother.,Ava took good care of her son.,2
58735e26-2846-48fd-becf-e5f204ab1a95,They all met up at a local lake and drank beer and swam.,Harry and his friends had a great time at the lake.,Harry had always hated the water.,1
40a7c1fb-7e4d-4c4a-9e70-aaddb1697b13,Danny tried making it for himself.,Danny hated girls.,Danny did a great job.,2
4149fd90-e58e-415d-ad22-f41dd5ae98a8,She talked to her boss and had an evaluation.,Meghan hoped she would be promoted.,Meghan decided to quit her job.,1
56122b9c-8efb-40de-a343-88f7533689e1,Her parents came and took of their shoes.,Core's parents hurt their feet on the glass.,They decided to congratulate Core.,1
7af07696-728f-4f63-b975-69c0a251d8f9,"But, the full solution remained elusive.",Bob worked hard and then finally solved the puzzle.,Bob then gave up on the video game.,1
d6beb21e-c803-4d1d-887c-ab45d6fe3907,His girlfriend was so grateful for the vacation.,Tim was happy with her reaction to the gift.,Tim canceled the vacation.,1
3b172e2b-ab39-4278-8ca5-ad5f5d906743,She added the seasonings.,Suzie's relationship with her grandmother remained complicated.,"Suzie tasted the sauce, and it was just right.",2
2b6218cf-27eb-4dc3-addb-84cee6617e80,"Once I got there, I quickly went to the store I had selected.",I found a perfect pair of shoes and bought them.,I purchased a taco at the food court.,1
95ca9c40-0826-4efd-9f2f-0bc3828e1dff,She got home and scratched it off.,She hoped the ticket was a winner.,Before she finished she decided it was a waste of time.,1
238532df-07c1-4db7-9ac8-1b5aa86a92d5,"However, he recovered with great health.",Annie's family was glad about the outcome.,Annie's family was sad.,1
a99209f1-2b57-4b5e-9216-0606cc005e90,A kid walked up to me and introduced himself.,I felt less lonely.,I felt more lonely.,1
131cc240-f6e0-4a76-81b8-aa6daf09e8f4,Larry started sweating as he saw the bridge looming over him.,He turned around to choose another route.,Larry laughed with joy as he drove over the bridge.,1
c19bebdd-ac5b-413e-9052-1a5e15e5b31c,He uses this a lot when he doesn't want to talk to his in-laws anymore.,Jeff loves visiting with the in-laws.,Jeff hates spending time with his in-laws.,2
d1eef4fb-c303-4226-9519-54211561b425,Binh coaxed the cat into the water to wash it.,The cat ended up a filthy mess.,The cat ended up squeaky clean.,2
006aa20e-51a7-48ea-8e1d-572f24cf1551,"After everyone ate, there was no food left.",I was happy we found a new favorite restaurant.,I told the manager I wanted to file a complaint.,1
cfbc6093-df69-4f1e-9306-207737dab707,Humberto decided to retire from jumping on his trampoline.,He never fell off a trampoline again.,Humberto jumped on his trampoline all day the next day.,1
7c4e40d4-0d2f-4b9e-b7f8-d27bb42c20aa,One day Tammy saw Matt with her friend Emma.,Tammy felt jealous when she saw Matt and Emma together.,Tammy hated not having a phone.,1
afd57a88-0c82-4116-a43f-6fcb8fdc9c09,His hand was full of little needles.,Ben's hand felt great.,Ben's hand was sore and he had to pull out all of the needles.,2
ec53f1ac-95bb-4265-b834-d4e1c170dd54,She was very worried and the fastest way to get to her was by plane.,Janet was excited to go on a plane.,Janet realized she had to finally face her fear.,2
ecd647bb-a30b-405d-913e-3a19011b092d,The roommate took the money and never did the work.,Nate had a hard time working up the energy to confront him.,Nate laughed with his friends about his dog's behavior.,1
d0bd7fc2-5e86-4ffa-9f98-a0a166ce3d47,They started dating and he accepted her condition.,He proposed to Elena after six months.,He brought a full-sized woman to his company's holiday party.,1
a08e92e0-8aab-4f08-8bad-799b20d8b750,"But then, she finally came home from school and saw her nephew.",Jay thought her nephew was ugly.,Jay immediately knew her fears were unfounded.,2
2fdc0584-59e8-4bff-b4c2-0ce23b74d23a,"Unfortunately, he got into a car accident on the way.",Jon regretted being thirsty in the first place.,Jon was glad he left the house.,1
17277360-5208-4dc2-b98f-da9dea534211,The television was her favorite thing.,Darla turned on her television and began to watch a movie.,Darla smashed her television with a rake.,1
cbdf5369-ed2d-4534-9e68-7e1641969043,She thought nothing of it.,Lilly's finger had to be amputated.,The prick got infected and she had to take antibiotics.,2
816af3a0-0d30-4901-bb69-dc905f107636,Her mother was very gracious.,Jimmy's mother started to get better.,Jimmy hated his mother.,1
df8c7222-a0e5-4723-ae50-e2e77e5d2410,But she felt it was too late to change her mind.,She sat on the curb and watched the bus drive past her.,She went to school and suffered through the pain.,2
690bf721-0de0-440e-a9ed-69b056fc63b4,She caught her flight on time and found her seat.,The plane took off and Karmen relaxed.,Karmen immediately exited the plane.,1
91f9d1d9-934c-44f9-9677-3614def2874b,"During the snowstorm, the power went out.",Sandy decided to go outside and make a snowman.,Sandy was prepared.,2
322bbb17-93b9-4a7d-9533-4b1689d2c8ac,He eats some french fries to help himself from feeling awkward.,Quentin ended up enjoying the party.,Quentin loved all being their with all the people.,1
d5ddd22e-a842-43f0-ac12-1968e25a6692,"The computer kept rejecting my order, even though the card was active.",I was happy about how easy it was to place the order.,Finally the sale went through.,2
be1b3d0d-1d1c-431d-8d08-a0585bd1b57a,She told him going as the Devil is evil.,Dan's grandmother was already dressed as the Devil.,Dan made his own Devil costume.,2
2f73b783-9210-419c-8a31-dfde49df421a,They have a terrific visit together.,Franz vows to never visit his cousin again.,Franz is glad he went to visit his cousin.,2
7aec4c2f-addd-433b-bf51-3fccc53b35bb,We tried to feed it but it would not eat.,Eventually the horned toad died from starvation.,"After several weeks, the horned toad was very fat.",1
ac3d0720-2b2c-4700-be89-c59ede839c4c,I decided to call her and ask to stop calling me.,She loved eating bananas.,I never heard from her again.,2
a51306ff-2184-4744-88ca-83145944ed38,The two talked for awhile.,Both were arrested.,Her friend ended up buying the candy for her.,2
6fba848e-7b8c-4d7b-9eab-40f8d2add906,It almost hit a fellow coworker.,Don was glad he wasn't nervous at work.,Don knew he would have to improve.,2
247bcc69-4e51-4a1b-ae20-839ab1df13c9,He was accidentally shot dead in the crossfire.,Dal made a bad decision.,Dal made a smart decision.,1
c428bf27-8192-4ad2-9b66-dd07314804bd,The photographer said she was very pretty.,Alice felt good after the photographer complemented her.,Alice frowned during her picture.,1
37d942c0-21f8-4cde-be56-abb85318a379,Nila fostered many good memories with her mom and they were happy.,Nila did not care for her mother.,Nila loved her mom.,2
3cf436ec-b46d-47ff-823a-f67efee8a4cb,She sacrificed time and energy to accomplish her goal.,The boy suffered through his childhood.,The boy had a very happy childhood.,2
41585929-5484-4dd6-8e41-88f4ef6801aa,There was only one box under the tree.,Jessica wondered if that they had gotten up too early.,Each of her brothers opened their Christmas presents.,1
2dc626a9-20b0-4485-9a8d-cc8c320c5d55,Jan argued that imagination and fantasy was important.,Jan threw away the books.,Jan brought the books back.,2
cc855cce-17ad-4ae7-84df-ba2888b56fa1,All three of us were assigned to the same classroom!,We couldn't believe our luck.,All three of us were very disappointed.,1
e1e9d4c3-0dcb-4ef0-b558-2563e36088ff,And Jeff was happy that he heard no more barking.,Jeff would finally get peace and quiet.,Jeff was going to miss that dog.,1
ce4b43b2-79e1-4874-9f39-0b9540ec71ad,She later realized her brother had made a design with the lotion.,Holly yelled at her brother to get back at him.,Holly gave her brother money as compensation.,1
459330e7-0e14-46e7-a482-b9df82b6622d,I couldn't see the clothes on the ground and got a bad bruise.,I decided to permanently get rid of the nightlight.,I never made fun of my wife and her nightlight again.,2
128450e2-4f28-4a20-a5b5-91805a6eef05,She drove all the way to Florida alone.,"However, she discovered Alaska was a lot of fun.",However the experience was no fun without her friends.,2
765ad2bc-240c-47d0-b113-ac7cc5db21df,She bought the shoes.,Kathy hated buying shoes.,She felt buyer's remorse after the purchase.,2
6cca8d95-6473-49ce-b82d-76deab0d09b0,She is invited a lot of her friends from school.,Amayah is happy to be the princess at her party.,Amayah is sad because she doesn't want a tea party.,1
91afa299-8aac-4ee9-8013-276d15a7769c,It was great making new friends.,I really enjoyed meeting some new boys.,"All in all, it was a great day hiking.",1
668e7d13-1250-4c4c-b3a9-f3965644e4f9,"I got home and made some snacks, then went to put the movie in.",It was the best movie I had seen in a long time.,I took a shower and went to work.,1
7e5ecab4-a9c4-40e7-a61f-69d59c15b87b,Paula started delivering some spoken word.,Her friends applauded her poem.,Paula tore up her poem.,1
edb9e202-4c9e-4bb7-a18c-daa472a22092,"In addition, he said that there was a call made to Jamaica.",I knew someone had stolen it.,I knew someone would soon return the phone.,1
ea22e460-6e1d-4271-8153-78da7900c0a1,She opened presents and had cake.,Iris had a lot of fun at her party.,Iris decided never to have cake again.,1
f7efb395-97a8-424e-b2c0-b400eaa5831e,They couldn't understand why she would wear something different.,They liked the new bikini though.,Tina's friends knew how unpredictable she was.,1
51498810-6e27-42c5-ad73-04e2466792b0,Ted's father helped to split the down payment on a home with Ted.,Ted said he didn't want to be a homeowner anymore.,Ted was grateful to his father for the help.,2
14d386a1-4753-4bd0-a752-bbb21e13d8dc,She answered their questions brilliantly and with ease.,She was proud of herself.,She fled in terror.,1
cb0c7433-daed-487a-ab74-36d05f277fa9,"On their date, all four had a wonderful time.",Years later both couples got married.,They decided not to see each other any more.,1
d0e044bd-b49a-4078-8519-a04a9997b195,His new boss is impressed with how good he looks.,Marco is glad that he made a good impression.,Marco is horrified by the reaction of his boss.,1
4865f73d-e8f6-4063-8edb-fe3a8088dffa,He actually enjoyed the flight!,Tim vowed never to get on another plane again.,Tim started traveling a lot of places by airplane.,2
c248eb07-6e5e-4c33-a08e-9cded809d238,Lucy lucked out and spent her whole day off studying for the test.,Lucy aced the test.,Lucy failed the test because she had not studied.,1
1a9a1b68-b971-4eec-9706-4d109934e8be,"But unfortunately, he started getting irritated by the attention.",Fred told his friends he was taking a break from mystery novels.,Fred started a mystery novel book club for his friends.,1
c3ff170b-8e5d-45db-be5b-e3d53e1f5104,She called all over the town and finally found some.,Tia was disappointed.,Tia was relieved.,2
81f93432-7994-426d-a6ce-02685ef26b48,They went down the slide and had a lot of fun.,They vowed never to return.,They went back the next day.,2
4945b9f6-77ec-4bd0-b7c1-bbc093d07302,Jeb started crying.,Sam laughed and ran away.,Jeb was excited to build a new one.,1
dd38b8f9-8005-4bbd-8274-031b6cb67861,The rainy forest wasn't exciting and there was nothing to do.,Jeff had a fun time.,Jeff was bored and upset.,2
19242426-8575-4299-9ab5-ea59e7b28062,"As he got better, the two of them were able to talk.",Dani was not surprised by the events that day.,Dani got to know her father much better.,2
092e50dc-7570-490b-af18-6662afabe8e7,Gina later discovered Jane was her enemy Joe's sister.,So now she avoids Jane all the time.,So she happily became friends with Jane.,1
21a8fb15-2612-4fd0-9b10-675eb9473360,But soon it faded and turned to a tan.,Ella looked great and got a lot of compliments.,Ella spent the next day in the rain.,1
e6738c40-9d0c-4fea-a1be-44e90ce630c1,Neil snapped photo after photo.,He was mauled by a lion.,Neil composed a photo album when he got home.,2
ee914e56-5e79-4560-a712-12b961e9baff,It turned out to be delicious!,So she decided to throw it in the garbage.,She shared the recipe and the pie with all her friends.,2
06eef9c5-1b05-4d08-961c-fdefdb74d6ea,He found a toy bear and sold it for 50 cents.,Then he bought his candy.,He bought some soda with it.,1
d6e10b5b-63bc-4c96-81c9-28f82a80c11f,She secured a rented ball from a party supply company.,Anna was disappointed.,The party went great.,2
24ca04d6-44f8-4a8f-ae4d-b6dab193eb45,"Finally, he opted on a Bonsai tree.",It went perfectly with his home decor.,He destroyed it as soon as he got home.,1
b701052f-4728-4ea5-b215-f8c566d33d7c,There was 4 seconds left on the clock and we needed to score.,I shot the winning basket that won the game for our team.,I walked off the court and never looked back.,1
4239c107-0a2c-4ab7-8763-c521cd06b180,"He finished the performance as best he could, but the music was poor.",Dirk was embarrassed.,Dirk liked how it sounded.,1
e1f84a09-4ac1-4e21-8e8b-6c12996111b5,One was especially friendly.,Eva was afraid of all the squirrels.,Eva was able to pet one of the squirrels.,2
89339025-793e-4cda-9d9b-3294cfdcfadb,"On the way to the beach, it started to rainy.",Andy hated the beach.,Andy was sad about it.,2
7fb56f8e-afb9-4510-9abf-4be01e8a66f5,The website said the case had a bracket but not a lanyard.,I returned my phone.,I felt foolish.,2
0fadf7fd-62f1-4d61-901d-cda9174b2f7a,I think I will keep them.,I am happy they weren't too expensive.,I plan to cut them into strips.,1
648cf01c-fcf2-4ce1-8f9d-235cf788ba25,He saved his allowance.,Chase bought himself a new toy.,Chase ran away from home.,1
1bed450a-2a30-4431-84d3-1361cd1423da,She hated pressing the strings with her fingers.,Renee decided she would have to get used to it.,Renee was glad she decided to learn to play drums.,1
a31f32a1-af69-4a84-b713-f8917cc1565a,The neighbors finally got back on their feet.,Bill's neighbors sued him for making them poor.,They baked Bill some bread in appreciation for all the fish.,2
355efc45-5233-40b3-ab77-d6281fb11710,Eventually we just drank and talked for a while.,We ended up having a fun time after all.,We were happy to not have Internet and to drink.,1
67f56ec7-d96c-4f97-a837-0532ce002125,"The studio decided to record him, and Tim was happy.",Tim decided he didn't like music.,Tim became a professional musician.,2
c816e74e-8cc8-4f01-960c-78724f118a87,The veterinarian confirmed that Tigger did indeed have fleas.,They gave him a flea medication and it cleared up.,Alex decided not to give the cat the medication prescribed.,1
180c876f-d5d2-4397-a9bc-bdae30d5954c,Haley discovered this when he published it in a scientific journal.,Haley felt like she had been betrayed.,Haley felt she had been supported admirably.,1
db608f6f-3c58-4aba-bd8e-c5ceb0aaf835,All of the guests left the party in disgust.,Sam became a party planner.,Sam had a terrible hangover the next day.,2
43c0c682-38dd-412b-99a1-bd6bd815a431,Then she heated it in the microwave.,Katie drank it and went back to bed.,Katie decided to pour the milk down the drain.,1
dcca12a5-2470-4041-a22a-032ccc5ac018,"After getting the food, he arrived home much later than planned.",But everything was okay as soon as they hugged and ate dinner.,"Tom decided to take a trip to the casino, he ignored his family.",1
2e6e714e-8b83-4eae-9370-d1d4afbc4e5a,They also liked the deal with the Thermador.,They didn't need a stove anymore.,They decided to buy the Viking stove.,2
9e54392e-74ed-404e-8fb3-f11fc885762d,She decided to cheat by looking at her neighbor's paper.,The teacher caught her and gave her detention.,The teacher caught her and praised her ingenuity.,1
702267f4-b51a-4366-bbe4-fe3d5f94077d,He went to the chinese theater to beg one day.,Sam felt quite hopeful.,Sam felt very depressed.,2
dbe003f5-61ad-473e-bd2d-02a17862a2e2,"After work, Ben was caught in real bad traffic.",Ben was so hungry that he became sick.,Ben was able to get home quickly.,1
9af012e3-d6c8-4a60-9f51-6379ba446742,She told him to check his pockets.,Darren turned off the computer.,There were no keys in his pockets.,2
5dc94086-80d4-4196-9914-7b4d3f487c3e,I found three I liked.,I bought a bow tie instead.,I bought all of them.,2
f389d1ce-da4e-4843-94a7-62656df6fb10,Harry hoped he did well enough to make the team.,Harry then quit his hockey team.,"A few days later, Harry heard that he made the team.",2
ac39ee93-4288-4302-aa7b-757fca64f2fb,The zoo keeper had to stop the elephant and get her.,Sue's mom took her to pet the goat instead.,Sue continued to ride the elephant.,1
7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b,Thankfully she was able to win the top prize.,Her parents insisted that her grandmother did most of the sewing.,Her parents were very proud.,2
e2d48e18-276a-4de1-81af-594cf54c2a90,Jim felt something break on his arm.,Jim decided to do a handstand.,Jim was hurt and had to call 911.,2
186cfc69-54cf-46d5-8033-8bf2493e9b23,i was tired of searching for matching socks.,I find doing laundry relaxing.,I threw out all my old socks and bought all plain white socks.,2
a0ecc896-63d6-4f4f-8960-24c4fb3db4fe,James learned how fun and creative cooking could be.,James decided to become a chef when he grows up.,James never cooked again.,1
d485e612-1b3c-4b67-a9f0-ef432ff4fcee,Then she presented them to her mom.,Lee's mom was proud of her daughter for being so thoughtful.,Lee's mom threw the gloves at Lee and left the room.,1
c08b9f9a-5d56-4701-92d4-3edef2ccec62,She decided to confront her boss about the negative remarks.,Jennifer thanked her boss for his fairness.,Jennifer stormed into his office and straightened her boss out.,2
86ab603e-0455-4347-a1ce-4a375f4495a8,She wasn't able to play anymore.,Lorraine was thrilled!,Lorraine was really sad.,2
2290ba2a-137b-4047-aeec-cb133268a238,Abby made five and Tammy made seven more.,Tammy never spoke to Abby again.,They decided to keep the bracelets for themselves.,2
8dcbc25a-c55c-4f2d-8cbf-c70df84b9490,It got really cold and we got scared.,We will have to shovel the snow.,Then after about an hour the power came back on.,2
2b635efb-e1b0-44de-beb8-4f9b9ef62876,"After moving, he took a look out his bedroom window.",Sal tossed his pillow out the window.,The beautiful view made him change his mind.,2
22f5e67b-4e12-4ba3-8649-a8b322e36811,She was so embarrassed that she ran right out of the classroom.,Lydia wished the dream were real.,Lydia felt relieved when she realized it was just a dream.,2
73cf4b3f-604a-431d-8b5d-8e03b0cfb67a,She walked to the store.,Alex bought a yacht.,She bought the groceries.,2
967f6a24-cefa-4641-a9d6-e9a71b62e0c1,Yolanda vomited all over Katie.,Katie was the happiest she had ever been.,Katie regretted forcing Yolanda to go on the ride.,2
3d62935c-5ce2-4410-a500-54b140184956,It was expensive but worth it.,She was sad about the hot dog.,She was happy with the hot dog.,2
10462d65-75a6-4430-974a-e8af56526fce,She then wrapped it up for her grandchild Lorelei.,Tammy was sad that she didn't have a present to give.,Lorelei treasured that blanket for years.,2
5f02992e-3fc2-4e05-bb1f-a8e81400ff4d,Melinda was very afraid while watching the movie.,Melinda thought the movie was hilarious.,Melinda wished that she had brought someone.,2
9788b485-96f8-4f3d-988a-b0ce82b6a149,His guests all enjoy the tea that he makes.,Lamar gave them tea to take home.,Lamar walked to the park.,1
d5f61641-8062-410d-9590-699f11ccd85a,She showed her employer a doctor's note showing she could not drive.,They decided it was ok to let her work as a secretary.,She had a perfect driving record.,1
c94847d6-71da-43c6-981b-5442f6c1efff,Lela finally started getting better the last few months.,Lela then finished treatment and felt better.,Lela then got over her flu.,1
4ff62820-e78e-46bc-8ece-42d6989ad6bc,Later at lunch someone ate with him.,Fred was popular.,Fred talked with his lunch-mate and made friends.,2
30e8e610-0fbb-4c86-b190-f4934736ab7d,When she moved out on her own she became a foster parent too.,Joyce abandoned her kids shortly after.,Joyce loved her children just as much.,2
80eb9f53-983e-48ea-b0a1-acbb08419857,Horatio took his first bite into a raw oyster and loved it.,He decided not to eat anymore.,He ate ten more.,2
ede8db0c-1396-4503-b378-55edc720915a,He searched everywhere.,"He noticed the cow in a neighbor's field, ignored it, and left.",He found the cow and brought it back.,2
9f86756b-704a-4422-977a-d77657e819c6,"The coffee spilt all over her lap, scalding her legs.",She laughed as she continued to drive to work.,She almost had an accident as she screamed out in pain.,2
eb6bdd24-5e10-445d-92ce-4744959c1d91,They decided to race.,John won the race.,John pulled over to buy a Mustang.,1
779fbdd3-3e20-43d0-a214-1eea7ad0e3d3,"At work, everyone was impressed with how he looked.",Ben was pleased.,Ben backed out of the costume contest.,1
f9e6bf5f-ba88-4108-994e-529750445ff1,The company told me that I made a $320 dollar purchase.,I told my mom to keep using my credit card.,I was angry at my mom for running up my credit card.,2
cad13e34-bd2d-4c63-9f8e-40bb50b83812,He prescribed her pills.,Kelly finally had hair that wasn't dry.,Kelly loves potato chips.,1
3ad5e2e4-fb20-459c-98b3-b9711e753f16,"Sarah decided this was enough, and went to see a therapist.",The therapist taught her ways to cope with her problem.,The therapist told her she was strange.,1
a46cdbbd-6cd3-4da5-bc7b-ab131c1bdeae,She held her breath as the doctor scanned her belly.,Ellen was disappointed to find out she was having a boy.,Her doctor confirmed it was a boy!,2
16d64b08-061c-4449-8320-d0a763aa63a4,Zoey's name suddenly became very cool to her peers.,Zoey was happy that everyone liked her name now.,Zoey had her name changed when she turned 18.,1
a61e75c6-7885-434b-bbac-4787ece30449,But then she realized she was lost.,Miranda went back the way she came to retrace her steps.,Miranda was happy about her proud moment.,1
a13f5ef2-8f1d-4be0-a037-ed2c30656414,He joined a gym and started to watch what he ate.,Bob gained 50 pounds.,Bob got in shape.,2
06ccc957-8b69-4d71-8f6f-4fb686041e5a,The counselor gave him a list of prerequisites.,Lonnie finally decided to go into education.,Lonnie threw the list away.,1
c01e99e8-d517-4e81-ab33-1d0921737821,"Bending down, she picked up the shiny item.",It was a quarter.,She picked up a knife covered with rust.,1
d25df4e7-c94b-4a2d-a2d4-25e34655d0c9,One of them offered him a drink.,Phil was thirsty and accepted the drink.,Phil was angry at his friends.,1
09e93773-cb09-4bdb-b1ee-bcf339416c53,It wound up having 7 kittens.,Dorothy made sure to buy lots of cat food.,Dorothy went to the pet store and bought a new hamster.,1
57d1f6e1-cdbc-4df6-9841-5dba89d3e63e,"After several Years he cleaned up, and finances his own life.",Jeremy had to move back in with his mother.,Jeremy enjoyed being more responsible.,2
9c0cccf4-7008-4997-b0a6-2fadfee4fb55,Eventually his neighbors do too and his neighborhood looks better.,Terry hated cleaning up.,Everyone felt better that it was cleaner.,2
462de42f-37e4-4ad3-9830-ea44e8ff72d5,I got undressed.,Then I walked over to my neighbor's house to borrow some soap.,Then I stepped into the hot shower.,2
5589e9bd-0126-4ff8-86a4-1e8ff4a140b7,He eventually came before night time.,I was very angry at him for not picking me up earlier.,I was glad to be home early from school that day.,1
7956447f-c376-4355-9297-a9c8399f1aa5,He decided to do cardio instead of lifting.,He always enjoyed a nice nap in his hammock.,He still ended up having a great workout.,2
51de9244-e843-4b94-9722-e43dee4a76ea,On her day off she hung out with boyfriend Rob,Amber could not find anytime to relax.,They relaxed all day and Amber felt much better.,2
9d58bb7c-7f32-4642-82cc-925d8dca62f0,Happiness became a foreign concept to Carl.,Carl hung out with his best friend when they came home.,Carl had to go to therapy for post-traumatic stress disorder.,2
ae755c45-9d43-4b87-a751-3131f5ada51b,Eddie secretly buried a pile of quarters in the sand.,The man sadly found nothing that day.,And watched the man happily get a ping.,2
343c091e-8c1c-45db-9b05-27eab342d092,She accepted.,Janice decided she didn't want to learn how to crack walnuts.,Janice is now an expert walnut cracker.,2
7685e3dd-ba3b-4861-9486-ca3f13483afb,"Kim reminded her it was the first day, and she would improve.",And throughout the season she kept getting better.,She loved being bad at volleyball.,1
b090fb07-e7fd-4c01-ad85-38016522a727,"But when she rushed out of the shower to answer, no one was there.",Beth decided she was hearing things.,Beth was deaf.,1
1f27260a-c856-47ef-a24e-a877bd664b97,He then responded to an ad in the paper.,Joe hated pizza.,Then he got hired.,2
2d58e924-e539-40ba-968c-f56efaff1b1a,In science he put them on.,Bob enjoyed using his binoculars.,Bob was able to read the writing on the board.,2
5fb0bd4d-a4df-4adb-9e99-d4fec9a6b10d,It wound up broken.,I drove her to iHop for pancakes and shakes.,"Now, she won't even talk to me.",2
327df8b3-9758-405f-a0af-1e38ffce0cb2,"After a while, we lost track of our friend.",Our friend ended up home at three am with a girl.,We found out our friend had gone skiing.,1
1471ffe2-1330-48a6-963b-e6798252bac8,Then his mom pushed him on the swing and he went really high.,Benjamin did not enjoy the park.,Benjamin had fun and then left the park.,2
16c0b5f5-3c48-42c3-a5c6-ad5e4e6e4575,Megan and I sat on the curb all afternoon.,"After counting the cars, we went back home.","We then sat down and began to count the cars,",1
f7b8017c-fafc-455d-8545-799f4813d10c,When they got there they had a good time.,Kelly had a neurological disorder that kept her in a wheelchair.,Kelly cleaned up in time and her parents never found out.,2
a8ca1926-5d63-4de0-a1e5-d0826fbe0bf0,When he gets home he feels tired but satisfied.,James decides to never leave the house again.,James is glad he decided to run.,2
25df4833-3565-45f6-a354-33c56e8dd8e7,"When he is done, he goes inside for a shower.",He feels satisfaction.,When he gets out of the shower he shovels his deck.,1
29a8d6a9-d05a-4be3-9bd3-a138f804eb13,"Reading them, he saw that his suspicions were true.",Matt began to laugh.,Matt was very angry.,2
86991c22-02d9-4144-80e7-8531a7a5ccf4,Perry was not very happy about that.,Mike had to apologize.,Mike and Perry got married.,1
9f177a52-fadb-49d9-a25e-6d7d6540fed6,She added the detergent and fabric softener.,She decided to go to the movies.,She continued to do this until the laundry was done.,2
3c15c1f6-ec72-48c3-abc6-830b9bff0ede,When it was over we packed our things and went home.,"We found our house standing, but in shambles.",We decided to go swimming on the beach.,1
54656ac3-787a-440a-9c0c-94fa7f19912c,"Because it was an emergency, they saw him right away.",The dentist fixed his tooth.,Tom had so much fun that day.,1
46a10ff0-42c4-4136-9cfe-a12661232e2d,Rufus returns to the bar to get his hat.,Rufus is relieved to find his briefcase at the bar.,He sees his hat hanging on moose antlers behind the bar.,2
cf720bea-32e6-41f3-be77-d4674b580890,They drove her to the kernel to pick one up.,Alexia fell in love with a shaggy dog at the kennel.,Alexia cried because she wanted a cat instead.,1
98817db6-d3ae-4e84-9e26-e4b04a0ffb44,His mother saw his face when he walked in and asked what was wrong.,Dan explained the situation and his mother was not upset.,Dan yelled at his mom for being picky.,1
50947e83-b0fe-44e9-b5a6-f8039c4f09f2,Bill decided to get a degree in computer science.,Bill started making much better money.,Bill made less money as a computer scientist than he did before.,1
841f539a-b6d9-4722-ab19-32f28ab7abfb,Within minutes her feet hurt too much.,Jane danced in her bare feet and left her shoes in her purse.,Jane was anxious to start tap school.,1
f9d574b6-41fb-4ee3-9a7c-7a687ce1afc6,He plans diligently and purchases the necessary travel items.,Jose take the trip to Mexico.,Jose vows never to go to Mexico again.,1
37120c4b-0f9d-4467-ac5c-ef999e72ee70,"But, she decided to stick with it and keep trying.",Hannah became stiffer over time.,Hannah eventually succeeded.,2
9d05fb69-73c0-4ac5-8b23-2553b48da81c,"As the teacher began handing out the quizzes, the fire alarm rang.",The students cheered because they were free.,The kids were mad they had to be outside.,1
040ed97b-c8df-41ea-ba95-43cdf36462ce,"Ann promised to work hard, begging to be allowed to stay in her club.",Carla told her daughter she needed to join more clubs.,Ann's mom said her daughter could choose one club if she studied.,2
d466a6af-a2fb-4ebd-948f-c35c85e62e12,The family had already eaten most of the food.,Gina was happy of the outcome in the house.,Gina was sad and cried.,2
7f106d09-88a1-4307-8fea-06f32a31157c,He forgot to ask for arrows for the bow.,He went to the sporting goods store to buy bullets.,He carved some sticks to use for makeshift arrows.,2
d0703dac-4538-4a8d-87e3-67246d6ee924,Taylor had a hard time deciding which animal to adopt.,Taylor finally decided on the cute little kitten in the corner.,Taylor decided instead to go clothes shopping.,1
dacbdd76-ec3a-45dd-8180-bb45899cf5bb,Then he decided on a scarier costume.,Zeke would dress up as a pumpkin.,Zeke dressed up like a skeleton.,2
d3dbca41-b81b-4876-b4a1-a546017a4744,Unfortunately it was delayed.,Janet was relieved.,Janet was disappointed.,2
9bec6c96-04a4-4987-a65f-da0fead90691,"At one party, she saw a curvy neighbor in a bikini talking to Bill.",Marge put a new key on her keychain.,Marge felt a pang of regret about putting in the pool right then.,2
3eeca3cb-2263-4617-8d42-89786fb986f9,"Farmer Jones didn't know about the low spot in the fence, but Rosie did!",Rosie waited patiently for Farmer Jones.,Rosie broke free to head to the orchard.,2
8489a2b3-cee7-4651-828d-704b1ab51575,So he decided to drive to the address of the license owner.,Rick threw the license out of the window.,Rick gave the license to the driver and made the driver happy.,2
34505e75-67d3-47df-b140-429c87accabb,My willpower broke and I ate all 5 pieces.,I felt ashamed.,I was proud of my willpower.,1
a87edb02-47b3-42df-b3ed-5333cb749436,They finished the packing and then smiled at each other.,Sam wanted to get away from his wife as soon as possible.,Sam and his wife had a great time together.,2
2c99419a-7247-45cc-8f63-4d423e852f5d,Eric sneaked out of his house and knocked on Stan's window.,The two boys went out to have their adventure without hesitation.,Eric was fast asleep leaving Stan to fend for himself.,1
346c8cdd-e2fa-4435-965c-42009d304774,He was scared but wanted to do the right thing.,Greg told his neighbor it was him.,Greg blamed the broken window on another boy.,1
